Latitude,Longitude,Magnitude
-18.853,-175.399,5
-21.205,-174.328,5.1
24.666,-110.173,6.3
-9.748,159.746,5.2
-21.192,-174.313,5.4
36.114,142.319,5
36.277,69.211,5.2
-25.555,178.327,5.2
-15.517,-173.901,5.6
-53.21,25.583,5.2
-21.212,-174.292,5.5
5.629,126.54,5.1
11.705,143.25,5.3
-16.93,175.174,5.3
16.262,-98.281,5.4
46.078,141.915,5.1
-20.896,-174.194,5.5
38.1,22.77,5
-19.569,-68.961,5.4
-9.069,158.013,5
35.3,22.63,5
5.998,126.381,5.3
-20.757,-178.513,5.7
-0.065,98.817,5.3
39.607,143.344,5.1
-5.691,149.845,5.1
2.185,126.872,5
-20.296,168.242,5
4.488,126.438,5
-6.169,103.739,5.2
1.336,125.849,5.2
56.9366,-154.1421,5.2
-14.867,167.397,5
-5.687,150.119,5.5
39.832,142.052,5
10.624,126.723,5.3
-18.447,-174.657,5
10.168,-85.459,5.2
-10.738,113.883,5.3
-10.732,113.865,5.7
12.556,125.468,5.3
12.532,125.524,5.1
-39.676,-16.01,5.5
-39.644,-16.021,5.1
-3.319,100.594,6.2
43.637,82.425,5
-10.768,113.755,5.4
82.899,116.863,5.1
35.752,140.388,5.2
10.238,126.938,5.4
-18.627,175.845,5.5
-10.901,113.98,5.1
-23.996,82.926,5.4
36.697,71.442,5.1
-10.11,161.016,5.2
-5.022,152.098,5.4
34.783,24.11,5.5
-39.962,46.07,5
11.828,143.353,5
10.709,126.758,5.2
11.838,143.218,5.9
-10.705,113.832,5.3
-31.875,-68.35,5.1
24.647,99.267,5
45.335,151.111,5.6
10.459,93.616,5.2
3.999,126.132,5.1
52.78,175.01,5.5
-30.404,-177.935,5
45.291,151.322,5.1
49.247,155.75,5.9
49.427,155.517,5.2
-28.091,-176.539,5
10.082,-85.323,5.7
2.387,126.691,5.1
-3.177,135.109,6.1
-33.129,-178.875,5
21.527,145.923,5.7
-9.849,160.404,5.2
21.606,143.322,5
10.55,126.73,5
-10.73,113.833,5.4
2.461,128.238,5.3
-6.877,72.179,5.2
27.572,104.007,5.3
27.575,103.983,5.5
-22.351,-68.191,5
-4.6,-105.891,5.7
10.946,126.613,5
-3.661,140.252,5.6
26.96,53.97,5
4.499,126.879,5.3
26.942,53.879,5.2
12.084,46.238,5.1
10.085,-85.315,7.6
-12.476,166.513,6
24.026,122.341,5.1
11.596,126.711,5.3
22.174,121.135,5
10.611,126.712,5.2
10.501,126.896,5.3
-10.652,113.911,5.2
-10.771,113.822,5.2
10.46,126.77,5.4
10.535,126.701,5.2
10.634,126.827,5.3
10.666,126.772,5
10.666,126.778,5.3
-10.839,113.962,5
-22.003,-179.958,5
-21.956,-175.067,5
10.423,126.888,5.3
7.905,125.044,5.7
-10.708,113.931,6.1
51.224,-177.052,5
6.561,123.861,5
6.61,123.875,5.8
10.338,126.393,5.1
11.308,126.652,5.4
78.43,6.764,5.2
33.474,59.897,5.1
-6.531,143.643,5
-21.623,-174.552,5.2
16.229,-92.773,5.5
-27.24,-71.114,5
10.356,126.881,5
10.351,126.845,5
6.719,-72.919,5.1
10.528,126.812,5.4
10.449,126.683,5.4
10.229,126.45,5.3
10.388,126.719,5.6
10.977,126.867,5.1
10.727,126.73,5.2
13.239,50.47,5.3
2.526,-95.26,5
-4.95,151.891,5.2
-55.804,-27.493,5.1
-55.789,-27.525,5
11.026,126.705,5.1
10.456,126.916,5.2
10.485,126.887,5.4
10.372,126.777,5.2
10.562,126.926,5.3
10.811,126.638,7.6
3.807,-32.155,5.3
-7.806,128.647,5.1
70.94,-7.936,5.2
71.441,-10.605,6.8
-50.143,114.08,5.6
-50.211,114.106,5.4
-37.199,-73.397,5
-3.432,131.002,5.2
19.652,-64.324,5
38.425,141.814,5.5
-17.61,168.334,5.1
4.409,92.986,5.3
11.978,-88.706,5.3
12.458,-88.654,5.5
30.545,-113.909,5.2
3.622,126.698,5.3
10.21,92.802,5.2
12.172,-88.282,5.1
2.376,99.031,5.2
12.297,-88.612,5.5
30.551,-113.89,5.2
12.76,-88.399,5.1
12.139,-88.59,7.3
2.154,126.835,5
-23.739,-69.414,5
2.626,128.801,5
33.0185,-115.5403333,5.41
33.0171667,-115.5536667,5.32
2.19,126.837,6.6
-65.478,-179.778,5.6
36.962,140.969,5.2
42.419,142.913,5.9
-33.435,-179.533,5.6
-63.581,171.324,5.5
-27.311,-176.807,5.7
28.47,82.69,5
-58.895,-25.452,5.2
-24.085,179.107,5.2
-6.047,147.25,5.3
-20.038,-173.661,5.1
42.404,142.86,5
-0.177,92.008,5.1
-0.172,92.056,5.6
-4.749,102.995,5.2
36.927,141.323,5.1
3.318,92.889,5
-4.766,144.57,6.2
47.789,-128.619,5.6
5.063,94.753,5.2
-15.598,-173.042,5.7
2.645,128.697,5.8
-13.504,172.379,5.7
-1.315,120.096,6.3
8.348,-103.003,5.5
-6.792,154.525,5
-6.747,154.53,5
-0.353,-18.707,5.2
-0.269,-18.759,5.1
-36.429,-98.905,5.8
7.335,-36.768,5.6
-18.46,-177.856,5
13.148,-89.215,5.5
38.41,46.672,5.3
57.886,-32.646,5.2
38.45,46.79,5.1
28.718,142.53,5.3
49.8,145.064,7.7
-59.203,-26.108,5.2
34.849,73.663,5.4
-63.004,-157.718,5.5
35.661,82.518,6.2
38.482,46.759,5.1
52.149,-31.541,5.2
38.436,46.735,5
38.389,46.745,6.2
38.44,46.78,5
38.329,46.826,6.4
39.963,78.154,5.1
52.633,-167.421,6.2
-42.814,-83.235,5.2
12.075,-88.17,5
1.901,96.965,5.1
-59.762,-27.988,5.4
-8.718,116.363,5.3
-33.145,-15.876,5.2
19.946,-109.332,5.6
-55.769,-26.056,5.2
54.881,-161.214,5.2
-16.02,178.062,5.9
25.873,124.921,5.4
-27.801,-70.803,5.2
2.702,128.429,5.4
-52.261,13.771,5.1
-52.29,13.628,5
29.495,130.521,5
-21.406,170.39,5
29.487,130.603,5.3
37.421,42.965,5
30.352,94.849,5
-21.15,-178.358,5.8
-31.928,-69.358,5
-35.779,-179.752,5.1
4.857,96.296,5.3
-1.758,100.471,5.1
-25.807,-13.831,5.1
-11.478,165.038,5.4
-16.919,-176.916,5.5
-76.313,164.067,5.1
-6.939,155.718,5.4
26.103,96.324,5.1
-61.401,-58.258,5
-35.56,-179.786,5.2
-4.654,153.275,6.1
-8.414,-74.259,6.1
-6.944,131.121,5.5
-37.584,-179.6,5.1
-6.319,154.833,5.2
-4.39,144.639,5.4
39.774,75.556,5
-35.663,-179.679,5.1
-4.769,103.086,5.2
39.075,142.323,5.3
-5.997,104.418,5.2
14.191,-92.294,5.9
47.379,139.073,5.6
22.935,94.299,5.7
-4.651,153.173,6.5
4.548,-32.667,5.4
81.294,-3.97,5
21.671,142.985,5.4
-21.103,169.509,5.6
-21.015,-174.491,5.5
-26.442,-178.61,5.2
-17.592,66.391,6.7
38.313,74.008,5.2
-9.725,159.699,5
-19.297,167.728,5
30.981,130.348,5
-9.694,159.727,6.4
2.707,96.045,6.4
-12.042,166.416,5.1
-37.776,179.91,5
45.464,151.631,5
31.705,50.961,5.2
16.266,-98.307,5.2
-30.83,-177.465,5
52.016,172.869,5
-2.537,135.414,5.2
11.639,-87.028,5
-21.804,-175.029,5.3
37.546,36.384,5
-4.872,149.532,5.6
-4.169,153.375,5.4
42.552,142.848,5.1
24.998,96.427,5.1
-15.197,-173.39,5
-5.387,129.266,5.3
-19.19,173.789,5.9
40.4116667,-125.3308333,5.19
-37.713,-179.968,5.6
40.3853333,-125.528,5.1
3.395,125.808,5
56.3954,-153.3559,5
-8.006,123.682,5.4
-21.222,-179.287,5.6
49.354,156.132,5.8
49.407,155.907,6
49.506,155.599,5.3
37.248,71.375,5.6
-56.038,-27.809,5.4
-20.693,-70.365,5.1
-20.872,-178.508,5.9
11.281,126.073,5.3
-4.381,102.794,5.3
-55.661,-128.893,5.9
-23.496,-115.177,5.1
-31.283,-179.093,5
-31.431,-178.991,5.2
-1.296,137.053,5.6
55.777,161.234,5.5
-13.58,-73.796,5
43.244,146.41,5.2
-17.787,-173.13,5.2
25.424,94.48,5.2
45.378,151.878,5
-49.044,124.64,5.4
45.516,151.316,5.4
45.54,151.329,5.2
45.255,151.829,5
-15.232,-73.172,5.1
-18.273,-178.551,5.1
-2.885,129.321,5.5
36.527,70.906,5.7
45.452,151.665,5.8
-10.752,165.977,5.2
14.75,-90.938,5.2
-15.276,-75.288,5.4
1.582,-90.855,5.1
-26.051,-177.362,5.7
-16.103,-174.678,5.4
45.377,151.435,5.1
45.401,151.424,5.7
-2.02,127.378,5
-8.442,156.275,5.3
-1.692,134.248,5.2
-25.142,-176.408,5.1
25.347,96.529,5.1
29.381,130.099,5.6
35.604,28.919,5.6
-0.171,122.791,5.3
17.141,146.017,5
-56.456,-24.188,5.2
45.497,151.288,6
-17.083,66.882,5
18.243,-71.136,5.1
-59.52,-150.669,5
-3.638,100.591,5
-56.203,-27.414,5.4
-4.651,153.296,5.7
45.465,151.232,5.1
-39.068,175.807,5.3
-42.646,-74.015,5
-14.657,167.34,6.3
32.284,141.64,5
5.126,126.554,5.3
18.12,-62.983,5
-30.749,-178.169,5.1
-4.035,-76.15,5.1
-40.023,173.756,6.3
-10.82,163.331,5.5
34.934,139.744,5.3
-14.423,-75.598,5.7
-33.385,-179.342,5.4
-28.561,-70.878,5.4
34.481,59.927,5.1
25.592,94.696,5.6
31.841,51.02,5
-22.088,170.992,5.5
28.134,143.386,5.2
43.433,84.7,6.3
-4.937,152.342,5
-24.747,-9.663,5.8
14.939,-93.062,5.2
-13.504,166.625,5.3
37.165,140.934,5.2
-15.138,-173.341,5.2
-15.132,-173.408,5
-15.222,-173.268,5.5
-8.304,119.938,5.2
23.126,143.482,5.1
13.834,-89.967,5.7
15.378,-92.049,5.4
56.157,160.519,5.2
-21.926,-176.697,5
36.439,28.941,5
-32.627,-178.051,5.1
-27.424,-177.878,5
-60.228,-27.611,5.1
-22.445,-66.702,5.4
27.767,100.781,5.5
57.601,163.195,6
2.628,90.509,5.5
51.242,-177.666,5
3.009,97.896,6.1
39.369,143.492,5
-32.979,-178.33,5.1
-54.36,158.79,5.7
-32.935,-178.65,5.5
-32.829,-178.622,5.2
-17.963,-178.186,5.5
39.38,143.364,5.2
2.7,128.278,5
-8.7,156.998,5.4
0.102,123.426,5.4
-4.928,103.194,5.2
-0.727,133.281,5.3
53.351,171.701,5.6
23.647,70.252,5
53.351,171.619,6
43.443,-127.273,5.2
-38.304,146.2,5.2
-20.552,-178.624,5
-2.921,100.99,5.1
86.386,41.025,5
2.035,129.203,5.1
-33.009,-68.496,5.3
41.84,-29.151,5
-57.124,-26.603,5.1
38.919,141.831,6.3
-20.588,-174.311,5.3
23.647,121.574,5
-8.511,160.356,5.7
15.593,119.563,5.9
20.632,145.401,5.1
-3.381,146.309,5.4
5.719,126.354,5.7
42.166,84.279,5.2
1.293,126.828,5.5
23.699,121.584,5.2
-17.111,-174.161,5
-22.25,179.633,5.1
37.294,42.325,5.3
-55.796,-28.394,5.5
-31.696,-178.657,5.1
-5.677,105.494,5.5
36.023,69.351,5.7
36.039,69.401,5.4
18.689,145.616,5
36.42,28.88,6
-55.981,-27.674,5.1
24.572,122.248,5.9
-60.883,-23.239,5
48.851,154.852,5.4
51.698,159.206,5
-60.577,-26.424,5.1
-2.987,127.671,5.1
29.784,50.705,5
-36.036,-71.075,5
39.875,143.295,5
-15.877,-72.413,6.1
-20.192,-176.34,5.8
-36.074,-70.57,6
1.602,126.477,5.1
-22.91,-174.717,5
-27.034,-177.441,5
51.706,96.037,5.1
-0.953,126.905,5
22.357,121.428,5.5
34.943,141.132,6.1
5.482,94.672,5.3
-18.114,168.324,5.2
13.501,-44.854,5.1
-0.677,127.699,5
-15.279,-177.919,5.7
-7.692,106.371,5.9
5.508,-82.563,6.3
5.305,-82.629,6.3
-21.941,169.134,5
-60.562,-25.57,5.3
44.9,10.94,5.1
-21.338,-68.026,5
-16.235,67.21,5.5
-22.059,-63.555,5.9
39.803,75.194,5.3
35.98,139.642,5.1
-0.72,133.269,5.8
-77.08,-148.864,5.5
-0.902,133.181,5.6
-17.683,-174.314,5
54.739,161.392,5.2
43.384,78.745,5.4
11.271,139.559,5
-6.199,130.318,5
-15.524,173.796,5
44.873,10.955,5.1
44.888,11.008,5.5
44.851,11.086,5.8
-22.13,-179.61,5.8
54.368,168.925,5.6
39.099,144.645,5.2
-19.962,-175.976,5.9
35.707,139.95,5.1
-28.043,-63.094,6.7
-2.82,100.155,5.2
26.91,140.055,6
-30.825,-177.991,5
-4.9,103.03,5
85.939,32.186,5.1
-20.796,168.626,5.1
-19.184,-173.763,5
-33.075,-178.46,5
-43.473,172.81,5
72.939,5.518,5
72.96,5.683,6.1
-36.912,-70.467,5.4
-7.33,147.114,5
-50.352,139.536,5.9
-50.42,139.516,6
14.065,145.413,5.1
46.66,152.557,5.3
0.849,-27.607,5.2
41.335,142.082,5.9
2.41,126.619,5.1
42.645,22.968,5.6
39.364,143.47,5.2
27.197,127.284,5.2
39.556,143.619,5.1
-3.188,143.917,5.1
44.831,11.49,5
39.543,143.116,5
39.577,143.197,5.1
39.619,143.175,5.3
39.646,143.164,6.3
39.548,143.248,5.6
44.688,151.761,5.1
44.89,11.23,6
17.017,147.257,5.1
52.068,-171.728,5
3.304,128.118,5
39.665,143.311,5.9
-25.729,-70.562,5.8
39.646,143.178,5
41.439,46.789,5.1
-44.806,-80.159,6.3
26.942,53.851,5.1
-12.596,166.185,5
-24.566,-175.965,5.2
-5.504,149.711,5.7
-24.568,-175.967,5.2
2.71,89.561,5.1
1.29,126.338,5
27.955,57.722,5.1
-17.678,-69.591,6.2
51.445,-174.832,5
-0.115,122.996,5.3
-3.347,89.416,5.3
38.612,70.354,5.7
2.241,126.108,5.3
30.669,138.61,5.1
34.304,34.142,5.4
26.175,92.889,5.4
37.735,102.048,5
1.38,126.293,5.2
-28.73,-112.587,5.9
39.772,142.171,5.2
-0.966,-13.6,5.5
6.232,127.45,5.5
37.364,144.644,5
41.553,46.719,5.3
-15.169,-173.659,5
41.549,46.789,5.6
-13.82,-75.801,5.6
-21.477,-174.227,5.7
38.182,141.628,5.1
2.001,89.719,5.1
50.648,-130.241,5
46.903,150.557,5
-5.466,152.085,5.3
39.175,29.092,5.2
40.513,98.525,5.2
32.747,47.726,5.2
21.21,-108.779,5.4
-23.551,-175.668,5
-35.883,-102.728,5.5
23.352,-44.95,5
-54.565,143.836,5.8
-24.331,-176.175,5.1
14.376,-92.897,6
-30.267,-175.874,5.1
55.966,-153.2505,5
18.251,-101.085,5.7
21.951,-108.44,5.5
-2.613,121.906,5.1
25.404,141.207,5.4
3.314,92.962,5
-30.038,-176.231,5
3.712,127.507,5
-5.689,128.511,5.5
-8.354,105.422,5
14.405,93.327,5.2
1.757,89.598,5.7
-29.868,-71.46,5.6
39.745,142.037,5.6
35.596,140.349,5.8
2.704,94.509,5.7
-3.059,136.109,5.2
-5.328,152.11,5.6
-40.999,43.501,5
-3.338,100.439,5.3
-18.685,-174.705,6.6
-2.662,121.913,5.1
2.696,94.459,5.6
41.485,141.818,5.1
-18.802,-177.879,5
-4.114,151.694,5
8.826,93.882,5.1
-12.771,-14.631,5.2
8.945,93.906,5.3
9.011,93.945,5.7
35.622,140.472,5.5
1.154,91.724,5.1
-24.228,-175.95,5.6
8.868,93.949,5.5
-23.785,-175.999,5
5.649,61.511,5.6
48.397,154.739,5.6
0.374,125.293,5.7
-28.556,-177.412,6
-7.22,129.226,5.2
-24.007,-175.934,5
-17.966,-175.17,5
-55.517,-27.674,5
-24.008,-175.993,5.1
15.766,-89.211,5.2
-52.867,140.29,5.6
-52.753,140.329,5.4
-9.192,158.583,5.2
1.379,91.745,5.1
-21.825,170.183,5.2
-14.82,-71.481,5.4
3.268,93.723,5.2
32.407,47.049,5
-1.635,134.197,6
-35.229,-16.181,5.7
-1.617,134.276,6.7
2.158,93.36,5.8
3.269,93.821,5.9
3.256,93.853,5.7
-17.617,-173.594,5
25.447,142.688,5
3.249,93.824,5.2
2.025,92.334,5
2.564,91.901,5
32.453,46.99,5
32.511,47.023,5.1
1.199,126.434,5.3
-1.677,134.492,5
36.976,141.181,5.2
24.13,121.67,5
-0.501,131.909,5.3
3.586,92.766,5
32.506,47.004,5.1
-0.545,131.893,5.1
27.941,58.063,5.1
28.689,138.772,5.5
3.329,92.541,5
-13.288,167.052,5
2.584,92.61,5
-59.016,-16.612,6.2
-31.894,-177.236,5.6
-5.462,147.117,6.8
-32.625,-71.365,6.7
5.373,94.621,5.1
-36.534,78.876,5
-38.556,175.805,5
-2.58,121.939,5.3
0.176,92.235,5.2
36.632,21.475,5.8
0.798,92.417,5.3
23.952,-108.793,5.3
-2.64,121.855,5.8
2.581,90.269,6.2
-36.3,-97.183,5
-18.972,168.741,6.2
2.835,94.079,5
-56.845,-25.209,5.3
-6.777,105.444,5.3
-6.81,105.457,5.8
0.244,92.141,5.4
49.38,155.651,5.6
2.589,90.347,5.1
-57.679,-65.308,6.2
16.207,-98.145,5
37.022,141.151,5.1
16.236,-98.138,5.2
36.988,141.152,5.7
2.653,89.705,5
-18.25,168.086,5
3.753,92.746,5.3
37.513,141.468,5.5
3.279,93.746,5
2.396,93.401,5.2
36.865,141.032,5.2
28.696,-113.104,7
28.837,-113.027,6
1.983,93.9,5
1.172,91.717,5
1.301,91.754,5
0.252,92.158,5.1
1.841,89.685,5.8
18.229,-102.689,6.5
2.865,89.556,5.4
43.584,-127.638,6
0.619,92.496,5.1
0.306,91.662,5.2
1.19,92.092,5.5
2.475,92.694,5.4
3.368,92.863,5.1
2.945,92.2,5.2
2.674,90.164,5.1
1.269,92.311,5
1.276,91.9,5.3
1.477,90.833,5.3
2.833,89.933,5.1
2.539,92.287,5
1.107,92.11,5.2
1.495,90.854,5.5
2.164,93.584,5.3
4.601,90.78,5
2.583,92.626,5.1
3.163,92.797,5.1
1.347,92.631,5.1
2.235,92.493,5.1
2.913,89.544,5.7
1.084,91.958,5.3
0.734,92.855,5.4
-56.871,-27.979,5.4
0.604,92.482,5.1
0.802,92.463,8.2
1.167,91.87,5.4
2.822,92.482,5.3
2.668,92.726,5
2.594,90.062,5.1
2.483,90.351,5.3
2.521,90.299,5.3
1.254,91.735,6
1.252,91.802,5.2
0.916,91.923,5
1.636,91.785,5.3
2.199,89.441,5.9
51.364,-176.097,5.5
1.271,91.748,5.8
2.327,93.063,8.6
-6.236,130.261,5
-16.856,-14.397,5.2
-1.261,-13.972,5.8
24,122.35,5.3
1.053,-28.091,5
-6.057,130.684,5.2
-6.746,149.555,5.3
-3.346,100.452,5.1
-3.345,100.426,5.5
-4.551,153.457,6.1
-21.281,-174.414,5
-3.824,152.173,5.3
-5.654,133.876,5.4
-7.035,125.367,5
-4.397,153.442,5.3
-19.638,-69.093,5.2
-5.18,-80.583,5.4
-33.847,-72.757,5
16.281,-98.572,5
37.937,142.813,5
16.395,-98.316,6
-16.935,-173.514,5.4
16.46,-98.54,5.3
-4.516,153.427,5.7
37.116,140.957,5.7
-35.191,-14.877,5.4
-20.326,-175.234,5.1
-23.63,179.299,5.2
4.616,95.115,5.2
-6.583,154.659,5.2
14.381,-93.063,5.4
40.764,144.807,5.1
-21.177,-178.97,5
-35.843,-101.463,5
37.539,141.244,5.1
-40.957,44.605,5.3
-4.403,101.235,5.2
-57.331,-140.014,5.5
26.087,87.777,5
39.859,142.017,6.1
10.071,-104.16,6
10.001,-104.337,5
9.581,-104.373,5.2
9.995,-104.228,5.5
-35.689,-179.075,5.3
-30.04,60.653,5.6
39.171,42.33,5
66.363,-174.648,5.3
-35.2,-72.217,7.1
-19.108,168.75,5
-18.638,-178.774,5.1
37.692,141.603,5.2
-60.835,-23.863,5.2
-54.576,-135.923,5.7
-54.367,-136.157,5.5
-33.052,-71.063,5
-16.261,-174.263,5
-26.163,131.955,5.3
16.334,-98.343,5.1
-21.355,-174.449,5
-15.188,167.526,5
3.513,125.859,5.1
-6.242,145.955,6.6
16.511,-98.504,5
16.46,-98.4,5
16.273,-98.694,5
-23.882,-175.753,5.1
16.478,-97.987,5.1
15.899,-98.715,5.2
16.228,-98.22,5.1
16.289,-98.172,5.3
16.493,-98.231,7.4
-3.812,140.266,6.1
-19.684,169.33,5
-14.621,-175.702,5.9
58.864,164.724,5.1
0.353,125.075,5.4
-4.36,143.888,5.3
-0.882,119.927,5.1
-4.585,152.963,5
-34.905,-107.644,5.8
3.823,63.404,5.5
3.758,63.465,5.3
3.705,63.41,5.2
-22.507,171.119,5
10.037,125.633,5.8
49.274,156.074,5.2
35.802,139.279,5.5
35.502,141.612,5.2
-5.595,151.042,6.2
10.535,93.854,5
35.687,140.695,6
40.905,144.848,5.4
40.755,144.806,5.6
40.781,144.761,6.1
-24.412,-176.331,5.2
40.887,144.944,6.9
-17.599,166.983,5.1
14.959,-93.026,5.5
-23.734,179.981,5
-10.923,43.286,5
45.239,147.609,5.5
36.741,73.152,5.6
-41.153,-16.696,5.3
23.718,143.579,5
3.077,65.125,5.3
-24.921,-176.949,5
54.9057,-157.3206,5.5
-19.738,-69.25,5.3
35.642,142.033,5
36.719,140.392,5.4
-19.125,169.613,6.7
39.383,81.307,5.9
13.57,120.519,5.3
32.874,46.957,5.1
13.592,120.556,5.1
-17.895,167.152,5.2
-19.571,168.194,5.1
-57.941,-25.306,5.4
-2.814,138.888,5.6
25.609,127.13,5.2
-0.836,100.16,5.2
10.527,140.306,5.3
8.559,93.873,5
8.571,93.691,5.4
12.354,123.7,5.6
-7.076,129.212,5.1
1.937,128.626,5.4
-28.246,-63.294,6.1
28.809,76.649,5.1
4.197,97.062,5.1
40.167,142.389,5
-21.591,170.343,5.1
-4.323,102.706,5.1
-21.554,-69.848,5
-22.309,-174.798,5.1
-21.529,169.769,5.7
2.687,-84.34,5.5
40.134,24.059,5.2
-17.835,-178.593,5.2
-35.749,-72.8,5
-21.994,170.307,5.1
-23.934,-177.066,5
-22.089,170.341,5
-22.141,170.34,6.6
-30.348,-71.129,5.3
1.809,127.077,5
52.228,178.588,5.1
39.75,74.38,5
-64.822,176.623,5
35.16,141.043,5.3
-7.956,146.483,5
-8.048,146.265,5.4
-17.893,167.45,5.1
37.21,144.154,5
36.427,140.448,5.4
-17.794,167.399,5
-17.647,168.038,5.4
35.2,141.001,5.6
49.259,156.103,5.1
37.305,141.513,5.2
-12.543,166.487,5.1
49.282,156.2,5
37.203,144.137,5.4
-22.084,-175.419,5
49.115,156.127,5
28.2,139.391,5.6
49.262,156.1,5.1
36.373,141.023,5
25.557,127.096,5.4
31.428,56.778,5.2
25.511,127.182,5
-24.688,-177.229,5.1
-24.757,-177.123,5.1
46.922,152.74,5.4
49.272,155.843,5
-24.734,-177.122,5
23.873,123.355,5.2
-6.535,154.871,5
-24.849,-177.305,5.1
-25.159,-176.946,5.2
-18.036,-178.48,5
-24.672,-177.205,5.1
-24.796,-177.459,5
51.687,95.981,5.2
-24.869,-177.222,5.1
51.693,96.084,5.1
-24.739,-177.234,5
-18.811,-69.29,5.4
51.708,95.991,6.7
-32.495,-177.73,5.6
-24.495,-177.238,6
-24.477,-177.5,5.5
22.661,120.891,5.9
11.774,125.782,5.1
49.23,155.982,5.2
49.186,155.941,5.2
-25.686,179.534,5.1
19.122,145.747,5.1
1.516,126.34,5.3
-4.695,103.103,5
6.702,-72.952,5.3
9.958,125.955,5
-15.206,-174.264,5
-29.231,-176.185,5.1
14.16,-93.37,5.1
-5.197,151.926,5.1
-17.699,-13.193,5.5
-20.57,-178.761,5
-17.463,-173.294,5
4.99,94.4,5.3
-5.173,133.565,5.4
-17.868,167.051,5.1
67.744,-167.0571,5.1
-17.678,-172.96,5.1
-4.792,151.4,5
14.276,-92.779,5.6
35.84,79.835,5
35.723,79.717,5
1.846,99.562,5.2
-17.861,-178.639,5
-41.015,44.553,5
-39.382,174.124,5
36.761,140.313,5.2
2.446,126.909,5
-20.957,-173.521,5.4
-5.285,151.415,5.1
15.264,-95.67,5
32.388,82.787,5.2
-42.024,84.932,5.3
-14.824,166.829,5
-19.367,168.847,5.1
-5.697,152.193,5
-17.839,65.405,5.8
51.763,-177.97,5.1
6.306,92.9,5
-7.501,146.958,5.2
37.803,141.475,5
43.625,-127.518,5.8
-19.321,-177.378,5.2
0.859,-29.228,5.3
36.16,141.642,5.1
-18.038,167.153,5
-10.39,161.102,6.4
36.214,141.386,5.8
-49.723,-116.529,5.1
0.599,-25.357,5
36.193,141.402,5.5
40.13,24.09,5.2
41.1431667,-123.7903333,5.6
9.183,-84.121,5.9
-32.554,-178.851,5.1
-18.175,-172.415,5.2
-33.982,-178.703,5
-17.552,167.233,5
-13.928,40.891,5
-7.074,-13.051,5
-15.64,-74.157,5
38.529,144.252,5.2
-9.954,160.274,5.1
-0.978,126.853,5.5
10.071,123.264,5
-20.991,-176.113,5.1
-37.456,-73.884,5.6
-0.266,132.794,5.2
-0.324,132.691,5.7
-17.968,-178.549,5.9
-58.307,158.057,5.1
30.986,78.282,5.1
44.742,92.985,5.1
-58.312,157.837,5.9
-1.755,140.72,5.1
-41.065,44.526,5.1
-56.383,-25.816,5.5
-6.987,155.72,5.4
-15.325,167.545,5
-3.339,130.694,5.1
-3.252,130.789,5.1
14.682,-94.427,5.1
37.858,137.999,5.4
0.658,-79.258,5.2
-0.462,119.951,5.1
-29.455,-177.409,5.3
9.839,123.183,5
10.249,123.43,5.3
76.848,7.323,5.2
10.194,123.42,5.3
19.684,121.5,5
45.559,142.219,5
10.108,123.595,5
9.85,123.108,5.3
9.821,123.08,5.8
10.019,123.356,5
9.885,123.095,6
10.092,123.227,5.6
9.999,123.206,6.7
-20.423,-177.987,5.1
-17.948,167.226,6.1
41.437,74.784,5.2
28.59,51.488,5
-18.894,168.917,6.1
-5.489,133.949,5.2
13.046,57.561,5.5
-18.026,167.423,5
48.887,-127.906,5.6
11.937,125.719,5.4
0.922,-26.746,5.1
-17.086,167.81,5.2
11.872,125.754,5.6
-20.536,-174.035,5.8
37.343,141.869,5
42.291,105.61,5.4
24.699,122.602,5.1
-19.49,-174.83,5
-6.644,149.939,5
-17.386,167.232,5.4
-17.463,167.187,5.7
-17.378,167.277,6.1
-17.534,167.327,5.1
-17.43,167.209,5.1
-17.395,167.287,5.1
-18.011,167.791,5
-17.529,167.327,5
-17.597,167.304,5.2
-17.954,167.179,5.5
-17.717,167.429,5.1
-18.2,167.648,5
-17.899,167.198,5
-17.433,167.108,5
-17.858,167.413,5
-17.686,167.32,5.1
-17.455,167.176,5.3
-17.933,167.126,5
-17.783,167.248,5
-17.754,167.53,5.1
-17.827,167.133,7.1
-6.586,149.718,5.6
-5.341,153.638,5
-6.563,149.774,5.6
-60.843,153.349,5
-49.649,126.049,5.1
-31.585,-111.525,5.3
-3.676,102.203,5.4
11.6,125.557,5.3
11.61,125.615,5
-10.802,165.901,5.3
-14.255,167.18,5.1
-30.699,-177.843,5
2.072,96.647,5.2
-14.168,-75.635,6.4
16.624,-46.467,5
16.488,-46.529,5.3
32.588,131.806,5.1
5.936,124.727,5.2
-29.554,-177.036,5
-4.081,140.788,5.3
-29.574,-177.259,5.4
-29.519,-177.172,5.4
-29.69,-177.175,5.2
-29.505,-176.893,5
-29.52,-177.077,5
-29.59,-177.139,5.3
-29.452,-177.267,5.2
-29.428,-177.166,5.1
-29.43,-177.386,5.9
2.07,96.678,5.1
-21.464,-66.436,5.1
19.251,121.205,5.1
-36.793,-110.517,5.6
40.177,142.211,5.6
13.386,124.586,5.3
35.474,138.888,5.2
-10.369,116.013,5.1
44.48,10.03,5
2.732,93.018,5.1
36.044,25.064,5.3
37.904,143.891,5
-1.452,138.259,5.1
21.645,142.852,5.3
-60.582,-51.411,5.4
14.338,145.189,5.2
