Latitude,Longitude,Magnitude
-7.1033,155.238,6.1
-6.789,155.0424,5.1
-1.1769,-24.349,5
11.642,-85.8779,6.6
-6.8367,154.873,5
-6.7203,154.9626,5.7
-56.9255,-24.5022,5.1
-6.8795,154.9753,5.7
-20.073,-70.5558,5
-6.877,155.1367,5.1
-6.8661,154.9756,5.2
-6.8834,155.0052,5.1
-6.7878,154.9502,6.5
-6.9988,155.4953,5.4
-7.0458,155.4806,5.2
-6.5858,155.0485,7.1
-33.3946,-72.038,5
-20.659,-70.6472,6.2
12.1125,-86.4593,5.3
12.4029,-86.3783,6.1
-19.2441,-173.371,5.8
-15.2783,-173.9892,5
-3.8334,141.2445,5
-20.0231,-70.9472,5
-54.1003,-134.077,5
-54.1426,-133.9387,5.4
-54.1456,-133.9945,5.3
-14.6799,-176.0466,5.2
-20.601,-70.8026,5.2
-9.8448,154.9893,5.1
-49.854,-114.2804,5.6
-20.5124,-70.9226,5.6
-8.2424,-71.5809,5.1
-20.1239,-70.8984,5.1
-20.1294,-70.7879,5.4
-20.1273,-70.8513,5.7
50.4282,156.2629,5.4
53.0987,171.011,5.3
-20.4072,-71.0127,5.2
-19.1618,-173.5295,5.2
-20.1486,-70.5553,5.2
-20.751,-70.6692,5
-3.7939,142.0387,5.3
-32.7997,-71.5803,5.6
39.1937,142.5642,5.2
28.1736,103.6189,5.4
-53.5426,24.867,5.2
37.2833,23.8711,5.6
-10.5365,161.7027,6
-31.5039,-70.3232,5.4
-20.0553,-71.0277,5.2
-20.6426,-70.654,6.3
-18.0141,-178.4374,5.3
-5.2416,102.2802,5.7
-20.5231,-70.7154,5.4
-34.6751,54.2118,5
-20.6266,-70.6749,5
-20.7591,-70.4171,5.3
-20.454,-70.5496,5
-20.7969,-70.5865,6.4
-20.5027,-70.5207,5.1
-20.6173,-70.722,5.2
-20.5347,-70.5344,5.4
-20.6403,-70.7332,5.5
-20.5309,-70.458,5
-20.7468,-70.531,5.5
-20.5709,-70.4931,7.7
-20.3113,-70.5756,6.5
-19.6823,-71.1759,5
39.1648,141.8049,5.5
-20.3523,-70.45,5.3
7.94,-82.34,6
-19.9884,-70.9525,5.1
-20.0107,-70.9375,5.4
-20.2046,-70.7654,5
-20.1248,-70.8304,5.1
-19.6889,-71.0027,5.4
-20.0759,-70.8325,5.5
-19.8463,-70.9937,5.2
-19.9322,-70.958,5.4
-10.8368,164.0713,5
-20.039,-70.9675,5.1
-19.5893,-71.0127,5.2
-19.9898,-70.5676,5.4
-20.2757,-70.6454,5.4
-19.9147,-70.6776,5.2
-19.9224,-70.7432,5.1
-19.9564,-70.9946,5.3
-19.6096,-70.9319,5.1
-19.7029,-70.9445,5.6
-19.548,-70.7269,5.6
-19.7831,-70.719,5.7
-19.4928,-70.166,5.8
-19.8927,-70.9455,6.9
-20.0509,-70.5674,5
-19.6097,-70.7691,8.2
-46.7356,-10.5076,5.3
36.9367,124.4617,5
-8.3029,146.9838,5.6
-19.511,-69.174,5.6
-12.5798,167.0114,5.1
-39.9703,176.5519,5.1
31.3961,86.4624,5.3
62.2194,-151.2219,5
30.8369,110.7867,5.1
-0.848,-21.9196,5.9
33.9325,-117.9158333,5.1
36.3215,141.8379,5.4
29.9594,-42.5433,5
-5.5943,153.0244,5.1
-17.0544,-176.7788,5.5
11.6487,-86.5532,5.6
37.2444,71.2425,5.2
-29.1902,-68.8042,5.2
-29.1646,-68.7459,5.7
4.1909,86.7252,5.4
-12.0989,166.5894,6
1.7542,127.5146,5.4
1.5197,126.2975,5
28.19,131.5108,5.5
-26.1692,179.2877,6.3
-6.087,154.9116,5.1
52.5754,-177.1562,5.2
-17.5268,-70.4584,5.1
-2.2524,-79.2803,5.3
-19.7936,-70.8261,5.2
-19.6058,-70.7419,5
-19.5932,-70.8207,5.7
-25.1686,-70.6941,5
-19.7882,-70.808,5
-19.8288,-70.8824,5.6
-19.7866,-70.8069,5.2
-19.8239,-70.7651,5.7
-19.8192,-70.7906,5.1
-19.8774,-70.8631,5.1
-19.6899,-70.8538,6.3
-20.6659,-178.7822,5.4
-20.6741,-178.8113,5.9
-19.6953,-71.0063,5
3.5582,127.0666,5.2
29.2673,139.3732,5.4
-19.7163,-70.9515,5.6
-19.7701,-70.8804,5.2
-19.7625,-70.874,6.2
35.8478,82.3019,5.1
30.44,-114.0633,5.3
7.4454,94.2965,5.2
7.5875,94.3114,5.1
7.5037,94.1847,5.2
7.3232,94.1739,5.1
7.5417,94.2698,5.5
7.7448,94.3342,6.4
-9.653,114.2783,5
-5.1882,152.8343,5.8
-5.251,152.7899,5.6
-24.0271,-69.0615,5.1
11.5482,-87.1395,5
-5.1671,152.8114,5.4
-60.731,-25.3287,5.5
-27.8839,-177.1289,5.8
-6.0475,130.6421,5.2
24.109,122.2613,5.8
-5.298,152.9064,5.8
-19.9829,-70.9143,5.1
-19.9262,-70.7961,5.8
-20.1927,-70.7942,5
-5.3299,152.9066,5
-53.1677,-32.3157,5.8
24.1057,122.4217,5.4
36.9353,141.4718,5
-19.9851,-70.7581,5.2
9.5948,125.3498,5.1
-19.9828,-70.7943,5.1
-19.9635,-70.8478,5
-20.0168,-70.8837,6.4
-19.9556,-70.8595,5.2
-20.0275,-70.6827,5.1
-19.9273,-70.7667,5
-19.9807,-70.7022,6.7
-7.4475,126.0264,5
-5.5745,-80.9709,6.3
-34.742,-71.784,5.1
2.8381,99.0717,5.4
10.5751,126.6994,5.3
-3.9902,100.4282,5.3
-14.0848,-76.3113,6.1
13.7669,57.1116,5.2
-53.5105,25.2378,5.5
-0.0344,67.2136,5
-41.1295,-90.9583,5
7.7631,94.3128,5.5
-2.9945,129.73,5.1
41.9039,-126.8982,5.5
-60.7641,-19.6945,5.3
33.6842,131.8249,6.3
51.2085,-179.109,5.4
-23.2818,-175.307,5.1
-23.1387,-175.2842,5
-23.5928,-175.0857,5.6
44.3113,-129.0809,5.1
-3.0856,148.5531,6.1
35.7225,140.1604,5
0.5904,-27.0177,5.1
-60.8623,-19.9775,6.4
-5.4804,147.9554,5.9
-6.9663,129.8413,5
-14.4761,167.4345,5.1
40.8286667,-125.1338333,6.8
16.0414,-98.3358,5.8
1.6575,-79.3537,5.6
-15.2035,-175.6551,5.1
19.1942,95.7207,5.1
-8.8939,113.0771,5.3
-5.5474,147.6307,5
-10.274,161.3982,5.3
0.3099,126.2086,5.2
-60.6515,-19.056,5.4
-53.1926,9.4637,5.4
-4.2194,133.6963,5.2
-6.2815,147.8283,5.1
-4.556,103.8116,5.3
-27.9962,-176.7939,5
-28.152,-176.6437,5.7
-15.5697,-177.2789,5.4
-6.2671,151.0521,5
-60.7149,-27.0384,5.1
-21.4431,-178.8219,5
-7.6378,117.1287,5.1
18.5747,145.5627,5.3
-33.333,-71.28,5.3
51.8006,176.1379,5
-0.1817,122.9097,5.1
-5.7523,154.1211,5.6
-14.7947,167.2548,5.6
-14.7378,169.8234,6.3
-33.63,-71.895,5.1
-33.6046,-71.957,5.7
30.8282,141.0478,5
-17.8087,-178.6694,5.1
-33.056,-71.94,5.1
26.2886,127.3545,5.2
14.18,-93.23,5.1
14.1833,-93.1535,6
27.4312,127.3674,6.5
-6.2859,154.8444,5.8
-45.7209,-76.609,5.4
-45.8292,-76.6762,5.1
-21.2629,-174.0783,5.3
-45.7672,-76.5984,5.3
-45.6934,-76.547,5.2
12.4187,-87.815,5
12.5559,-87.6879,6.2
0.2282,126.2677,5
32.1843,-40.2552,5.2
-28.415,-176.7167,5.1
-52.5426,25.9515,5
7.3016,94.2594,5.1
-15.7849,-13.0678,5.2
20.1818,120.3231,5
-59.4596,-59.7721,5.3
53.6047,-171.821,6.1
-59.4033,-59.9734,5.1
-0.344,125.1555,5
4.3573,62.5621,5.4
0.6015,120.5041,5
4.2246,62.5227,5.5
4.0592,62.5996,5.5
3.7735,62.5309,5.1
4.1326,62.6332,5.6
4.1306,62.8765,5.6
0.5614,126.193,5.3
-9.8174,117.9568,5
-5.8801,147.7919,5.1
-1.1017,120.2018,5.3
43.5079,147.7687,5.3
-60.2444,-47.2746,5.5
1.2069,97.2622,5.3
1.0765,97.2362,5.1
-30.5835,-177.9767,5
-36.4072,-39.5859,5
-32.3045,-178.8149,5.2
-14.1666,-14.5508,5.3
52.1879,143.4644,5.1
9.6143,-69.667,5.3
-14.1648,-75.5997,5.9
-5.2691,152.1584,5.1
-5.6415,148.2415,5
18.1504,119.8445,5
-4.9229,153.7758,5.8
14.6682,-58.9272,6.5
-34.7981,-179.4181,5.6
1.7545,122.8831,5.3
53.5342,-163.579,5
6.5373,-71.6995,5.4
18.5285,120.4305,5.5
-22.38,-174.9389,5.4
-30.0907,-177.782,5.4
-31.712,-71.802,5.1
-6.9446,146.84,5.1
38.3001,20.3902,5
-22.9553,-114.3303,5.6
9.1944,58.1613,5.2
-6.1315,133.3882,5
-20.6254,169.8532,5.6
-34.7482,-71.6173,5.2
-22.354,-68.813,5.6
35.8221,82.4667,5.7
35.9053,82.5864,6.9
-15.037,167.3349,5.2
-6.1784,130.8135,5
35.9947,82.487,5.2
33.8784,89.2216,5.2
34.1564,139.9465,5.3
-8.2076,124.5284,5.5
-21.2044,-174.1691,5
40.288,48.8033,5.4
-37.0718,-96.4872,5
-22.174,-68.757,5.2
39.6171,143.5251,5
-38.4428,-73.1942,5
-15.0592,-71.9232,5
-5.9651,154.435,6
-60.4256,-45.1914,5.7
-9.6785,159.6647,5.1
37.0868,141.1201,5
6.6913,-72.9584,5.2
37.5618,141.3625,5.2
-30.4831,-177.8887,5
-15.0691,167.3721,6.5
-6.6239,129.077,5.1
24.807,125.3325,5
-21.8979,-177.887,5
-11.5493,166.4025,5.5
-20.3954,169.2569,5.5
-61.3939,154.4542,5.9
38.6854,142.3634,5.3
-21.2356,-174.1889,5.3
-21.377,-69.517,5
-1.9271,152.1388,5.1
13.3607,144.1285,5.2
-18.051,-175.3011,5
-7.4222,128.4184,5.1
-7.2014,128.2536,5
-7.2298,128.2461,5
-7.1916,128.1716,5.8
-7.2183,128.2791,5.2
-4.8976,153.7404,5.6
38.2637,20.3897,6
12.2849,95.0592,5.2
20.2386,120.2616,5.2
-33.6982,-178.1373,5.1
26.5886,57.7412,5.3
-32.9076,-177.8806,6.5
-15.9087,-74.0208,5.1
-25.2126,-177.4794,5
-1.3153,126.2834,5.1
-5.131,68.5921,5
-11.4671,166.2799,5.7
-4.6493,-105.074,5.4
-55.1792,-126.4917,5.3
-56.8269,-27.3391,6.1
51.0744,-178.0626,5
54.6664,159.5622,5.1
-22.251,-69.01,5
23.8428,93.9581,5.1
-18.5087,-69.3735,5.6
-9.5949,161.2282,5.6
56.6255,-34.274,5
56.7401,-34.5072,5.3
56.6096,-34.2957,5
26.8972,127.0755,5.1
-19.2592,-63.9189,5.6
-11.8278,165.2389,5.3
-8.0452,109.2927,5
-4.3923,153.0963,5.1
-41.1834,-89.791,5.1
-4.7178,134.0333,5
38.2385,20.4178,5.4
13.5132,121.8534,5.1
38.2889,20.5649,5.6
38.2082,20.4528,6.1
23.0007,95.9078,5.2
-15.1307,-173.5126,5.2
-17.178,168.3616,5
-3.8506,-80.8578,5.3
-10.936,163.9135,5.2
-7.9208,155.9171,5.4
-8.0009,109.3003,5.2
-7.9855,109.2653,6.1
-21.3381,-173.9546,5
-6.63,130.5877,5.3
18.0694,119.8555,5
13.3936,146.1758,5.7
13.3556,146.1336,5.8
-7.7702,129.2931,5.1
-7.1045,120.3147,5.5
-20.4871,172.5205,5.6
-15.1091,-174.6902,5.5
-20.0258,-173.361,5.1
49.1629,156.063,5.2
-15.1443,-174.6812,6.1
9.0142,138.2293,5.2
-40.6595,175.8144,6.1
-2.4774,139.9047,5.1
-5.9276,149.4088,5.1
-8.9393,-107.9198,5.3
26.3971,-44.453,5
26.3228,-44.5103,5.4
28.9022,142.3492,5.3
9.511,-84.857,5.2
27.9718,129.4503,5
-53.9902,6.9807,5.2
-54.0729,6.9359,5.2
73.7655,8.6289,5.3
51.114,-179.118,5
51.1701,-179.2252,5.5
1.3917,126.4751,5
-11.9288,166.629,5
40.1151,142.8184,5.1
-31.1362,-68.1214,5.2
-32.1931,-177.8133,5
36.5504,71.5185,5.1
-16.4083,-173.2796,5.3
40.2807,52.8771,5.2
19.0428,-66.8096,6.4
5.7885,125.5897,5
25.489,126.3187,5
26.2382,-44.517,5
14.6437,-92.0592,5.5
-16.841,167.4812,5
37.827,20.95,5
48.2546,154.0265,5.3
-31.3131,-179.5728,5.6
23.1818,-80.7278,5
-20.452,172.4883,5.4
-6.9559,105.4281,5
2.9737,-75.8432,5
26.75,53.95,5
-3.1737,134.4529,5
-11.5917,166.5235,5.8
42.0428,142.6886,5
24.6067,123.4537,5.3
46.6497,153.0481,5
-20.7495,-70.633,5.7
-4.4739,-105.9335,5
-4.5306,-106.0719,5.7
-21.91,-176.6189,5.1
-44.4215,-79.2358,5
-59.5494,-26.2237,5
54.8112,-160.0837,5.2
-20.989,-69.729,5.3
25.4328,122.7666,5.1
-37.2866,52.2075,5
-1.1161,-23.5957,5.1
-20.774,-70.652,5.1
-20.5523,172.6087,5.4
-6.9936,128.4273,5.3
3.1782,128.346,5.1
3.1985,128.3594,5.1
-5.9326,105.3544,5.1
4.557,-76.644,5.5
56.7458,129.5327,5.3
36.9704,143.3822,5.5
-10.9015,163.733,5.3
-20.687,-70.795,5.7
-7.1006,155.9832,5.2
-22.0707,-175.6015,5
19.1457,120.1686,5.1
19.2744,120.1759,5.3
19.1548,120.2167,5
10.4088,126.3537,5
27.1502,54.4482,5.2
-13.8633,167.249,6.5
19.0868,120.2389,5.1
19.1673,120.0807,5.2
19.1223,120.1797,5.2
19.0589,120.3057,5
19.1181,120.2719,5.7
-17.6528,-173.6869,5
-15.6555,-172.934,5.1
36.6768,140.7171,5.1
19.1552,120.1599,5
19.1308,120.3026,5.1
10.4842,126.9708,5
41.369,14.445,5.1
1.2996,126.2455,5.7
1.338,126.2746,5.1
0.0094,123.3694,5
-5.605,153.9863,5.5
20.7553,146.6663,5.6
-18.2012,-174.3201,5.9
-1.3673,-15.1711,5.8
36.028,31.31,5.9
-23.757,-174.7772,5
20.7906,146.616,5.1
-56.4333,-142.5413,5.6
27.7975,-18.2868,5.4
40.3041,142.2498,5
-6.0737,151.9679,5.2
19.1788,39.2366,5.3
25.7194,-66.6056,5.2
-56.1371,-25.9806,5.1
35.5027,142.302,5.1
12.7711,143.036,5.8
36.0942,142.4131,5.3
35.688,142.1406,5.6
20.8069,146.6465,5.2
-46.3487,95.8139,5.4
-46.4386,96.0153,5.6
-46.4494,96.133,5.5
-11.0301,164.7141,5.2
53.4162,91.7577,5
-11.0611,164.6149,5.1
36.5395,71.3868,5
-35.0119,-92.1953,5.3
3.4846,126.875,5
-22.2795,171.7306,5.5
35.6065,140.6497,5.5
4.242,96.2285,5.1
0.4345,125.3514,5.3
35.8725,140.0637,5.3
-24.0161,169.28,5.2
-6.9084,128.3228,5.7
27.5175,67.4543,5.4
-19.2558,-172.6861,5.1
-6.8885,128.3254,5
30.1622,138.6377,5.2
48.8115,154.9631,5.2
75.8461,7.1864,5.3
20.8015,146.7576,5
20.7727,146.7903,6.2
3.412,126.9174,5
-20.7074,-178.6609,5.7
20.8089,146.8934,5
-10.3109,161.1434,5.2
75.8159,7.0208,5.1
-25.509,-70.521,5.5
-55.5755,-32.5032,5.2
-47.1806,-13.392,5.2
-46.0838,165.9893,5.8
-6.799,102.578,5
31.0656,110.4124,5.1
-58.6854,149.3456,5.5
-15.8076,167.5712,5.1
-7.2759,-76.7646,5.2
53.7905,160.4652,5
-41.3696,-86.9637,5.1
35.6544,140.6546,5.5
-2.8312,-80.5869,5
13.1334,-89.0898,5.6
-0.9503,121.3719,5.1
45.2805,148.1766,5.2
-12.2793,167.1691,5.2
19.4959,-109.0571,5.4
-5.7271,101.9974,5.3
23.0703,143.0666,5.1
-31.3939,-69.2994,5.3
36.4198,141.9222,5.1
38.6028,55.5975,5.2
-60.914,-22.9528,5.1
2.7392,128.4034,5.2
-15.5806,-173.2667,5.1
44.4438,149.1667,6
-15.5401,167.5311,5.4
55.1842,-157.8381,5.1
-33.918,-72.554,5
56.7434,-155.0699,5.4
0.9635,127.3925,5
40.0674,69.9219,5
-10.6069,165.1199,5.1
0.0238,123.5477,5.2
-25.4464,178.253,5.7
-29.9746,-176.1121,5
-24.578,-69.295,5.2
6.6241,126.1749,5.6
23.9572,143.2633,5.4
3.7331,126.6084,5.1
36.492,141.7115,5.1
-53.3147,25.4971,5.5
2.0338,96.6783,5.4
-21.2849,170.3154,5.6
-17.5604,-178.2867,5.4
40.2532,78.9442,5
2.044,96.8261,6
17.295,-101.668,5.1
41.6832,-126.8781,5.5
-7.0269,128.3791,6.4
-56.6006,-25.4549,5
-1.0586,26.8485,5.3
-26.6809,-176.0717,5
-26.7068,-176.1952,5.2
28.8721,95.8701,5
16.8263,146.5329,5.3
-12.261,166.8703,5.1
35.5978,139.9774,5
0.2604,98.562,5.1
-25.3169,69.9043,5.1
29.32,51.31,5.8
42.0166,141.5895,5
-25.366,70.0497,5
-25.3411,69.7898,5.2
-5.8261,150.7634,5.5
51.519,-174.425,5
-12.5993,-76.2025,5.5
-3.1694,-79.885,5
38.4819,141.94,5
-53.8708,-53.9107,6
-54.23,-55.2804,5.4
-53.9451,-55.0033,7
-54.0272,-54.9796,5.6
45.5613,151.0047,6
-54.3401,-55.334,5.4
45.8689,141.7258,5.1
-25.4721,69.9995,5.1
40.8205,31.8691,5.1
34.1765,45.6171,5.4
34.1438,45.6274,5
55.5818,161.6071,5
-10.1744,160.9951,5
-21.6802,-179.3221,5.1
52.0925,142.1687,5
-24.4162,179.2569,5.3
36.5757,86.8448,5.4
34.2291,45.6639,5.2
-17.1171,-176.5449,6.5
44.5993,124.1681,5.3
41.6623,137.8339,5.3
34.3083,45.6105,5.8
5.4216,92.8184,5.5
-5.1089,153.9102,5.2
-57.6843,-25.2727,5.3
34.4574,45.4824,5.6
-0.1938,122.9498,5.2
46.4512,153.0688,5.3
12.3975,95.1481,5.5
-56.8648,-150.7008,5.1
-63.2943,-164.9357,5.7
1.2945,97.1165,5.1
18.4753,145.2041,6
8.9147,138.5332,5.9
2.6403,128.4339,6
-15.0086,-174.0278,5
8.8152,138.6315,5
-30.3601,-179.7054,5.1
-10.0604,123.7611,5.4
34.3343,137.0475,5.6
-60.2643,-44.9959,5
-60.5718,-42.6884,5.1
-60.4852,-43.4202,5.2
-60.5191,-43.0781,5
-10.329,-11.8343,5.5
-60.4098,-42.8607,5
-60.3355,-44.9984,5
-60.3611,-45.0456,5
-60.4037,-45.2308,5.2
-60.526,-44.3839,5.7
-60.2964,-46.7021,5.2
-60.4231,-44.8133,5.2
-60.4754,-45.2019,5.2
-60.2105,-46.7839,5.1
-60.4291,-44.9238,5.2
-60.2388,-47.1898,5.1
-60.6391,-45.9526,5.3
-60.5715,-45.4035,5.1
-60.4778,-45.2114,5.8
-60.2738,-46.4011,7.7
-60.3474,-46.3687,5.5
35.6039,140.1529,5.5
23.5155,143.2122,5.3
4.2077,90.0652,5.7
-60.2942,-46.4266,5.5
-60.3525,-46.3486,5.4
-60.314,-46.592,5
39.3067,142.0954,5
-60.3443,-47.2097,5.2
-60.2836,-46.7083,5.4
-60.2627,-47.0621,6.9
24.0755,122.4651,5
28.9198,129.6623,5.2
5.394,94.4584,5
51.4634,-178.9014,5.3
41.4306,142.177,5.5
-60.2814,-47.1233,6.1
51.5477,-178.9984,5.8
2.475,90.0985,5
-7.1957,156.1274,5.1
31.7461,-40.5326,5.1
31.7623,-40.4615,5.4
31.7461,-40.521,5.1
54.6859,162.3024,6.4
-6.7029,154.8542,5
1.8458,126.5666,5
24.8844,123.1619,5
-54.9278,-130.5733,5.6
38.4097,68.8901,5.2
35.9187,139.9684,5.6
-28.3173,-176.7731,5.5
-7.0007,129.2612,5
-12.0269,167.1235,5.5
8.0732,137.5572,5.2
50.039,-130.1887,5
-1.1873,67.6827,5.5
-6.4618,154.8867,5.4
-37.256,-74.327,5
-22.324,171.5445,5.7
-1.7668,138.7769,5.2
26.4118,93.6451,5.4
26.6205,128.945,5.4
1.8252,89.6563,5.1
-15.2227,-174.9368,5
-6.0425,146.6112,5.1
8.9963,-40.4863,5
-57.8439,-25.714,5.5
-18.5644,-175.4572,5.2
26.0913,128.4171,5.4
4.6565,123.3471,5.9
-19.2137,-172.5332,5.6
38.2654,142.6953,5.2
35.9713,140.1213,5.1
-5.8583,148.8538,5.8
-49.5402,117.3437,5.1
53.475,-163.663,5
-19.2964,-172.5279,5.1
-19.2068,-172.3982,5.7
-19.1504,-172.7294,5.2
-19.1711,-172.6411,6.2
-11.7325,166.7396,5
-23.6357,-112.5956,6
44.6308,148.1796,5.2
9.8433,124.153,5
-20.7635,-178.4356,5.1
-30.2921,-71.5215,6.6
-24.9719,-70.8941,5.1
38.2487,142.6742,5.3
23.5904,121.4366,6.3
-18.6018,65.3061,5
44.7149,124.0036,5.1
-8.9987,119.6285,5.1
-25.2257,179.7994,5
-14.9933,166.8413,5
-35.314,-73.395,6.2
-35.439,-73.193,5.8
43.2375,130.8797,5.1
4.3349,126.0462,5.3
52.167,-168.3368,5
-15.4358,-71.7232,5
-20.0571,-178.2861,5.1
-61.6949,154.6743,5.9
-25.9668,-177.1624,5
-56.2802,-27.3631,5
-6.3506,154.9898,5.3
76.2836,7.1159,5.3
37.1804,144.7063,5
37.0876,144.5734,5.5
8.239,-82.5207,5.1
-10.9268,165.9822,5
-56.2581,-27.4062,5.3
37.1057,144.6715,5.5
37.2349,144.7009,5.1
-19.3607,-173.728,5.7
37.1657,144.9698,5.4
37.2544,144.6049,5.1
-1.038,67.5906,5.2
37.1557,144.6611,7.1
-16.7173,-173.6354,5.1
-22.5863,-176.5321,5.3
-58.153,-12.7964,6.7
14.2917,93.0654,5.4
5.0544,-78.001,5
51.1189,156.7444,5
-30.8285,-178.2171,5.5
3.4657,-31.451,5
-22.6225,179.2107,5
-23.0067,-177.1425,6
-6.3449,154.9657,5.5
5.2014,125.843,5.1
10.0082,124.155,5.1
5.1033,95.9709,5.4
37.7299,141.8937,5.3
51.7003,-175.312,5
-37.809,-75.1,5
-22.6324,169.8,5
-10.1716,-13.1911,5.1
-22.9456,-174.7121,5.5
35.3406,77.0837,5.4
9.7837,124.0278,5.3
35.7595,77.4189,5.4
-6.4521,155.0929,5.1
-56.5117,-25.6931,5.6
2.2325,-99.8882,5
9.7683,123.6983,5.3
-6.5716,154.8468,5.2
26.0913,-110.3209,6.6
-7.9591,154.5197,5.2
28.2609,66.5271,5.2
-10.9099,165.9418,5.2
9.702,123.7936,5.3
9.617,123.626,5.2
-23.5704,-175.674,5
-6.3958,154.8991,5.3
-6.4456,154.931,6.8
9.6439,123.7571,5
9.6479,123.671,5
-18.5026,-63.2712,5
-15.202,167.5858,5.1
9.8126,123.8515,5.1
9.9194,124.0356,5.3
9.7931,123.6885,5.7
9.8331,124.261,5.6
9.8526,124.0053,5
9.9337,123.9839,5
9.7124,123.7433,5.1
9.9045,124.165,5.3
9.9521,124.2232,5.2
9.8249,123.5594,5.1
10.0098,124.0544,5.3
9.9697,124.1844,5
9.8796,124.1167,7.1
-1.9733,100.37,5
-18.4809,-178.0122,5
-54.4309,143.4774,5.1
3.9633,95.8634,5.6
-18.952,178.9066,5.1
36.4392,70.7061,5.3
-52.1635,-5.2196,5.1
-36.7364,78.7182,5.5
0.7452,122.2107,5.5
35.5142,23.2523,6.6
10.9048,-62.315,6
-30.6623,-178.4838,6.2
-5.7979,103.0884,5.3
-10.2785,161.1647,5.3
-16.3462,-14.2106,5
-20.8628,-67.1623,5
52.4386,-169.3514,5.1
-22.1415,-67.1284,5.2
-50.1491,119.8508,5
29.5813,130.4707,5
45.3496,150.3447,5.1
-58.8864,149.0414,5.7
-10.1687,151.8481,5.1
-10.081,151.7996,5.3
-36.7267,-97.4761,6.2
-19.7298,169.096,5
12.3115,141.6905,6
-41.324,-85.2612,5
45.7013,26.5781,5.3
-30.5601,-177.7595,5
51.5964,-173.2453,5
-39.1261,78.1486,5
-38.6062,78.3693,6.4
1.6961,128.4022,5.2
-11.3943,121.7886,5.2
-30.8687,-178.1252,5.1
32.0096,104.4756,5
55.1858,167.1448,5.4
-29.5804,-178.4527,5.1
-13.704,166.5656,5
27.2898,88.4022,5.2
28.2046,129.9159,5.2
-2.2588,139.2785,5.2
11.112,57.5812,5
11.2277,57.5902,5.7
0.4698,-89.5433,5.3
55.794,-34.761,5.3
53.1995,152.7864,6.7
-20.8798,-174.8969,5.4
-5.0668,148.9516,5.1
49.4947,-28.5247,5.5
-30.9255,-178.3234,6.5
-37.4071,-73.3938,5.4
-37.469,-73.753,5.4
48.1718,152.5885,5.2
-16.5507,-173.8364,5.5
27.1825,65.5052,6.8
-59.5048,-19.1157,5
-10.1792,160.7103,5
14.42,119.0733,5.2
14.4361,-93.3857,5.5
57.5481,-33.0433,5.4
-3.8468,151.9005,5
-15.8385,-74.5112,7.1
52.9375,171.3036,5.4
-22.5859,-68.0596,5.2
-50.0313,-113.9877,5.5
-49.9585,-113.7439,6.1
-24.4424,-175.0975,5.4
27.131,65.471,5.5
67.5018,142.8868,5
27.4939,65.6874,5.2
27.98,140.6326,5.1
27.3125,65.6201,5.6
26.5617,65.2146,5
25.3764,65.9668,5
26.6776,65.4037,5.1
27.2085,65.5674,5.8
26.951,65.5009,7.7
7.3709,59.5384,5.5
-4.9422,153.6421,5.4
-9.8648,115.9595,5.2
-5.4078,152.3678,5.1
-5.8022,147.3804,5
52.2792,173.7814,5.1
-33.5102,-178.0226,5.8
27.8013,-105.6794,5.4
-60.0906,-26.3416,5
-7.3308,120.0106,6.1
-52.2839,14.4883,5.4
49.9832,179.3254,5
19.0219,145.3493,5
2.197,127.0632,5.4
22.9341,95.9607,5.7
30.0386,131.1453,5
37.7466,101.5133,5
37.0674,140.7879,5.4
-3.3141,144.2317,5.4
19.1862,145.6039,5.4
15.7293,39.3681,5
38.7119,142.3169,5
39.0234,41.4924,5
-7.4273,128.5383,5
-14.6063,166.8905,5.2
42.1462,45.8117,5.3
38.7062,22.729,5.3
-55.8129,-124.156,5.5
51.5751,-174.716,6.1
54.3876,167.6212,5.2
-6.3238,154.8217,5.2
51.46,-174.6563,5.3
51.4341,-174.6338,5.4
51.4658,-174.6871,5.9
51.4389,-174.6365,5.9
51.4406,-174.682,5.3
51.4751,-174.7226,5.2
-53.7514,2.5397,5
-24.7897,178.6793,5
51.7059,-171.1899,5.1
13.1664,-90.316,5.2
-7.4533,128.3347,5.2
-54.9462,-129.2718,5
-4.5472,-104.5783,6.1
-33.6312,-179.2676,5
-45.9155,95.8793,5
-20.3797,-173.3775,5
1.4292,122.2569,5.2
15.467,-46.663,5.2
1.3814,122.2235,5.6
-10.6691,164.6348,5.1
-10.6821,164.7787,5.1
22.9608,95.9365,5
36.5088,70.1261,5.2
-19.617,-69.299,5
-15.1999,-173.4351,5
1.5892,92.5949,5
-6.4186,130.2621,5.4
14.136,-91.997,5.4
14.6056,-92.1207,6.4
20.1721,122.3193,5.9
-47.0447,33.4751,5.5
-7.2654,144.0324,5.3
10.5988,-86.0997,5.9
51.4602,-174.5367,5.1
51.3515,-174.4606,5
51.463,-174.583,5.6
15.1836,-45.232,6
53.0455,-166.7451,5
51.4569,-174.5651,5.2
51.573,-174.8537,6
51.5733,-174.7888,5.7
51.4081,-174.7284,5.2
51.449,-174.717,5.8
-31.6115,-178.7318,5
51.5573,-174.7671,6.5
51.1832,-130.2245,6
29.9377,138.8325,6.5
5.4195,125.6521,5.1
51.3277,-130.2195,5.5
51.2548,-130.2999,5.1
51.244,-130.3971,6.1
-34.0743,56.2195,5.3
-33.7837,56.0986,5.3
-4.7493,153.1173,5
